Title,Status,Tags,"Sign date","Sign year","Counterpart (original)","Counterpart ISO","Counterpart SPA","Counterpart ENG","Region SPA","Region ENG"
"Acuerdo por Canje de Notas entre el Gobierno de Nueva Zelandia y el Gobierno de la República Argentina para incrementar el numero de participantes del Programa de Vacaciones y Trabajo suscripto el 22 de noviembre de 2001.",Vigente,"Trabajo
Turismo
Vacaciones y trabajo
Visas",19/10/2006,2006,"Nueva Zelanda",NZL,"Nueva Zelandia","New Zealand","Asia y Oceanía","Asia and Oceania"
"Declaración Conjunta de los Presidentes de Argentina y Bolivia. Construyendo una Asociación Estratégica en Materia de Energía",,"Asociación estratégica
Energía",19/10/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo de Entendimiento entre la Provincia de Mendoza de la República Argentina y el Estado Bolivar de la República Bolivariana de Venezuela.",Extinguido,"Agricultura
Cooperación
Cultura, Ciencia Y Técnica
Deporte
Interinstitucionales
Pequeña y mediana empresa
Provincias argentinas
Turismo",23/10/2006,2006,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Convenio de Colaboración sobre vitivinicultura entre los institutos de vitivinicultura de la República Argentina y de la República de Venezuela -interinstitucional-.",Vigente,"Agricultura
Colonialismo
Competencia
Cooperación
Interinstitucionales",25/10/2006,2006,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Convenio de Establecimiento de Relaciones de Hermanamiento entre la Provincia de San Juan de la República Argentina y el Estado Bolivar de la República Bolivariana de Venezuela.",Vigente,"Agricultura
Comercio
Cooperación
Cultura, Ciencia Y Técnica
Deporte
Industria
Interinstitucionales
Minería
Promoción comercial
Provincias argentinas
Turismo",25/10/2006,2006,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Declaración de los Intendentes de San Isidro (República Argentina) y de Maldonado (República Oriental del Uruguay)",,"Cultura, Ciencia Y Técnica
Deporte
Interinstitucionales
Turismo",01/11/2006,2006,Uruguay,URY,Uruguay,Uruguay,América,America
"Acuerdo de Cooperación y Amistad entre Vicente López (RA) y Maldonado (ROU)",,"Interinstitucionales
Municipios",02/11/2006,2006,Uruguay,URY,Uruguay,Uruguay,América,America
"Acuerdo por Canje de Notas entre el Gobierno de la República Argentina y el Gobierno de la República del Ecuador sobre el Régimen de Franquicias de Automotores de Funcionarios Diplomáticos, Consulares y Agregados de las Fuerzas Armadas en caso de Robo, Hurto o Destrucción Total",Extinguido,"Agentes diplomáticos
Automotores
Derecho diplomático",03/11/2006,2006,Ecuador,ECU,Ecuador,Ecuador,América,America
"Contrato entre el Gobierno Argentino y la Univerdidad de Cranfield para la Realización de Ciertas Tareas del Estudio Principal del Estudio de Factiblidad para el Desminado de las Islas Malvinas (Relacionado con los Acuerdos por Canje de Notas sobre Desminado del 2001 y 2006)",,"Malvinas
Universidades",03/11/2006,2006,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Declaración Conjunta del Ministro de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y del Ministro de Asuntos Exteriores y Cooperación de España relativa a la Creación del Centro Binacional Argentino - Español de Investigación  en Genomica Vegetal (CEBIGEVE)",,"Cooperación
Cultura, Ciencia Y Técnica
Interinstitucionales",04/11/2006,2006,España,ESP,España,Spain,Europa,Europe
"Acta de la I Reunión de la Comisión Ejecutiva Cultural y Educativa Argentino - Colombiana",,"Arte
Becas
Cooperación
Cultura, Ciencia Y Técnica
Educación
MERCOSUR
Niñez
Teatro",06/11/2006,2006,Colombia,COL,Colombia,Colombia,América,America
"IV Reunión de la Comisión Ministerial de Coordinación Política e Integración Argentino  - Colombiana - Acta Final",,"Agropecuario
Asuntos consulares
Capacitación
Comercio
Cultura, Ciencia Y Técnica
Desarrollo
Drogas
Educación
Integración económica
Intercambio de expertos
Investigación
Medio Ambiente
Organismos-ONU
Organismos-VARIOS
Pacificación
Salud
Salud animal
Seguridad
Seguridad social
Territorio
Títulos y diplomas",07/11/2006,2006,Colombia,COL,Colombia,Colombia,América,America
"Acuerdo entre el Gobierno de la República Argentina y el Gobierno del Estado de Israel sobre Cooperación Bilateral para la Investigación y Desarrollo Industrial en el Sector Privado",Vigente,"Comercio
Cooperación
Desarrollo
Industria
Investigación",16/11/2006,2006,Israel,ISR,Israel,Israel,"África y Medio Oriente","Africa and Middle East"
"Acuerdo entre la República Argentina y la República de Panamá sobre Servicios Aéreos.",Vigente,"Servicios aéreos",20/11/2006,2006,Panamá,PAN,Panamá,Panama,América,America
"Memorandum de Entendimiento entre la República Argentina y la República de Chile para la Conservación del Cauquén de Cabeza Colorada.",Extinguido,"Cooperación técnica
Diversidad biológica
Flora y Fauna
Medio Ambiente
Salud animal",21/11/2006,2006,Chile,CHL,Chile,Chile,América,America
"Acuerdo entre la República Argentina y el Estado de Israel sobre Cooperación Agrícola",Vigente,"Agropecuario
Cooperación",22/11/2006,2006,Israel,ISR,Israel,Israel,"África y Medio Oriente","Africa and Middle East"
"Acta de Instalación del Mecanismo Permanente de Contacto Peruano Argentino para Asuntos Económicos",,"Cursos y seminarios
Economía
Intercambio de expertos",23/11/2006,2006,Perú,PER,Perú,Peru,América,America
"Convenio de Cooperación en Materia de Deportes entre la Secretaria de Deportes de la República Argentina y la Administración General de Deporte de la República Popular China",Vigente,"Cooperación
Deporte
Interinstitucionales",27/11/2006,2006,"China, República Popular",CHN,China,China,"Asia y Oceanía","Asia and Oceania"
"Acuerdo por Canje de Notas entre el Gobierno de la República Argentina y el Gobierno de la República de Panamá sobre el Traslado de Norberto Battaglia para que Cumpla su Sentencia en Territorio Argentino",Vigente,"Asistencia judicial
Asuntos penales y ética
Traslado de condenados",29/11/2006,2006,Panamá,PAN,Panamá,Panama,América,America
"Acuerdo Complementario al Acuerdo de Cooperación Técnica entre el Gobierno de la República Argentina y el Gobierno de la República Federativa del Brasil para la implementación del proyecto ""Construcción de Cisternas Familiares y Validación Social de Cultivos de Hortalizas en Haití"".",Vigente,"Agricultura
Asistencia Humanitaria
Cooperación",30/11/2006,2006,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo por Canje de Notas Verbales Argentino-Japonés relativo a los Programas Específicos de Cooperación Técnica que se llevarán a cabo en el año fiscal japonés 2006.",Extinguido,"Consultas
Cooperación",30/11/2006,2006,Japón,JPN,Japón,Japan,"Asia y Oceanía","Asia and Oceania"
"Acuerdo entre el Ministerio de Educación y Ciencia del Reino de España y la Secretaría de Ciencia, Tecnología e Innovación Productiva de la República Argentina sobre la Constitución de un Centro Binacional de Investigación en Genómica Vegetal.",Extinguido,"Cultura, Ciencia Y Técnica
Interinstitucionales
Investigación",04/12/2006,2006,España,ESP,España,Spain,Europa,Europe
"Declaración de los Cancilleres de la República Argentina y de la República de Chile",,"Cooperación
Economía
Empresas
Integración física
Integración Varios
Relaciones Internacionales",04/12/2006,2006,Chile,CHL,Chile,Chile,América,America
"Memorándum de Entendimiento entre el Ministerio de Defensa de la República Argentina y el Ministerio de Defensa Nacional de la República de Chile referente a la Fuerza de Paz Combinada ""Cruz del Sur"".",Vigente,"Cooperación
Defensa
Fuerzas Armadas",04/12/2006,2006,Chile,CHL,Chile,Chile,América,America
"Memorandum de Entendimiento en Materia Agropecuaria entre la Secretaria de Agricultura, Ganadería y Pesca y Alimentación de la República Argentina y el Ministerio de Alimentación, Agricultura y Ganadería de la República Islamica de Pakistán",Extinguido,"Agricultura
Agroindustria
Agropecuario
Alimentos
Comercio
Interinstitucionales",05/12/2006,2006,Pakistán,PAK,Pakistán,Pakistan,"Asia y Oceanía","Asia and Oceania"
"Declación Conjunta de los Cancilleres  de la República Argentina y la República Federativa del Brasil en ocasión del 15 Aniversario del ABACC",,"Cooperación
Desarme
Energía nuclear
Organismos-VARIOS",12/12/2006,2006,Brasil,BRA,Brasil,Brazil,América,America
"Declaración Conjunta del Ministro de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y del Ministro de Relaciones Exteriores de la Federación de Rusia",,"Agricultura
Armamento
Comercio
Comunicaciones
Cooperación
Cooperación técnica
Crimen organizado
Cultura, Ciencia Y Técnica
Deporte
Drogas
Economía
Educación
Energía
Energía nuclear
MERCOSUR
Organismos-ONU
Petróleo
Terrorismo",13/12/2006,2006,"Rusia, Federación de",RUS,Rusia,Russia,Europa,Europe
"Acuerdo entre la República Argentina y el Reino de Noruega sobre Ejercicio de Actividades Remuneradas para Personas a Cargo del Personal Diplomático, Consular, Administrativo y Técnico de Misiones Diplomáticas y Oficinas Consulares",Vigente,"Trabajo de familiares",20/12/2006,2006,Noruega,NOR,Noruega,Norway,Europa,Europe
"Memorando de Entendimiento entre el Ministerio del Interior de la República Argentina, el Ministerio del Interior del Reino de España, el Ministerio Público Fiscal de la República Argentina y la Fiscalía General del Estado del Reino de España sobre Delitos de Investigación Compleja, Delincuencia Organizada Transnacional (Drogas, Blanqueo de Capitales y Desvío de Precursores Químicos) y Delitos Conexos.",Vigente,"Crimen organizado
Drogas
Interinstitucionales
Lavado de dinero
Narcotráfico",12/02/2007,2007,España,ESP,España,Spain,Europa,Europe
"Acuerdo por Canje de Notas Interpretativo del Art. 16 del ""Protocolo de Enmienda al Convenio sobre Doble Imposición del 7 de agosto de 2006"" entre la República Argentina y la Confederación Suiza.","No está en vigor","Doble Imposición",15/02/2007,2007,Suiza,CHE,Suiza,Switzerland,Europa,Europe
"Memorandum de Entendimiento sobre Consultas Políticas entre el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y el Ministerio de Relaciones Exteriores de la República de Guatemala",Vigente,"Consultas
Interinstitucionales
Política
Relaciones exteriores",15/02/2007,2007,Guatemala,GTM,Guatemala,Guatemala,América,America
"Acuerdo de Cooperación Científico Tecnológica entre los Ministerios del Poder Popular para la Agricultura y Tierras, para la Ciencia y Tecnología de la República Bolivariana de Venezuela y el Ministerio de Economía y Producción de la República Argentina para la Optimización de la Producción Agropecuaria.",Vigente,"Agropecuario
Cooperación técnica
Cultura, Ciencia Y Técnica
Interinstitucionales",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Acuerdo de Cooperación entre la República Bolivariana de Venezuela y la República Argentina para el Desarrollo Tecnológico Industrial.",Vigente,"Cooperación técnica
Industria
Tecnología",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Addendum Acuerdo Marco entre Sancor Cooperativas Unidas Limitada de Argentina y el Banco de Desarrollo Económico y Social de Venezuela",,"Comercio
Cooperación
Economía
Interinstitucionales",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Carta de Intención entre la República Bolivariana de Venezuela y la República Argentina con el Objeto de Establecer los Mecanismos de Cooperación Técnica  Científica para el Fortalecimiento del Circuito Cárnico en la República Bolivariana de Venezuela.",Extinguido,"Alimentos
Comercio
Cooperación técnica
Cultura, Ciencia Y Técnica",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Contrato de Financiamiento entre Sancor Cooperativas Unidas Limitada (SANCOR) de Argentina y el Banco de Desarrollo Económico y Social de Venezuela (BANDES)",,"Economía
Finanzas
Interinstitucionales",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Memorando de Entendimiento entre el Ministerio del Poder Popular para la Vivienda y Hábitat de la República Bolivariana de Venezuela, Ministerio de Planificación Federal, Inversión Pública  y Servicios de la República Argentina, la Cámara Argentina de la Construcción y la Cámara Argentina de Consultoras de Ingeniería para la Colaboración y Asistencia Recíproca.",Vigente,"Cooperación
Interinstitucionales
Vivienda",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Memorándum de Entendimiento argentino-venezolano en materia de Comunicación e Información (Interinstitucional)",Vigente,"Comunicaciones
Cooperación
Cooperación técnica
Interinstitucionales",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Memorándum de Entendimiento en el Campo de la Salud y la Medicina entre el Ministerio de Salud de la República Argentina y el Ministerio del Poder Popular para la Salud de la República Bolivariana de Venezuela .",Extinguido,"Cooperación
Interinstitucionales
Salud",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Memorándum de Entendimiento entre el Ministerio del Poder Popular para Relaciones Exteriores de la República Bolivariana de Venezuela y el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina para la Cooperación de sus Institutos Diplomáticos.",Vigente,"Academias diplomáticas
Cooperación
Interinstitucionales",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Memorándum de Entendimiento entre la República Argentina y la República Bolivariana de Venezuela para la Constitución del Banco del Sur",Extinguido,"Bancos
Comercio
Finanzas
Inversiones",21/02/2007,2007,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Acuerdo de Cooperación Bilateral entre el Gobierno de la República Argentina y el Gobierno de la República de Sudáfrica en Materia de Deporte y Recreación",Vigente,"Cooperación
Deporte",28/02/2007,2007,Sudáfrica,ZAF,Sudáfrica,"South Africa","África y Medio Oriente","Africa and Middle East"
